MatchID,SetSequenceNumber,GameSequenceNumber,PointSequenceNumber,TimeStamp,ServerID,Server-ServeSide,Server-ServeNumber,Returner-ReturnStrokeType,PointLength,PointDifferential,GameDifferential,P1DominantStrokeHand,P2DominantStrokeHand,P1DominantPlayingDepth,P2DominantPlayingDepth,P1ShotsOutsideSidelines,P2ShotsOutsideSidelines,P1ShortShots,P2ShortShots,Server-ServeSpeed,Server-WideServe,WinnerID,PointOutcome,P1-WINNER,P1-UNFORCED_ERROR,P2-WINNER,P2-UNFORCED_ERROR
89,2,6,0,'2007-01-31 02:20:03.24',P2,P2-DEUCE,P2-1,P1-FOREHAND,LONG,0,0,NONE,NONE,INSIDE_BASELINE,BEHIND_BASELINE,true,false,false,true,P2-FAST,P2-true,P1,P1-WINNER,true,false,false,false
89,2,6,1,'2007-01-31 02:20:49.29',P2,P2-AD,P2-2,P1-BACKHAND,LONG,1,0,NONE,NONE,NEUTRAL,BEHIND_BASELINE,false,false,false,true,P2-SLOW,P2-false,P1,P1-UNFORCED_ERROR,false,true,false,false
89,2,6,2,'2007-01-31 02:21:49.47',P2,P2-DEUCE,P2-1,P1-FOREHAND,MEDIUM,2,0,NONE,NONE,INSIDE_BASELINE,NEUTRAL,false,false,false,true,P2-SLOW,P2-true,P2,P2-WINNER,false,false,true,false
89,2,6,3,'2007-01-31 02:22:22.72',P2,P2-AD,P2-1,P1-BACKHAND,SHORT,1,0,BACKHAND,FOREHAND,BEHIND_BASELINE,INSIDE_BASELINE,false,false,false,true,P2-SLOW,P2-false,P2,P2-UNFORCED_ERROR,false,false,false,true
89,2,6,4,'2007-01-31 02:22:51.14',P2,P2-DEUCE,P2-1,P1-BACKHAND,LONG,0,0,NONE,NONE,INSIDE_BASELINE,BEHIND_BASELINE,false,false,true,true,P2-AVERAGE,P2-false,P1,P1-WINNER,true,false,false,false
89,2,6,5,'2007-01-31 02:24:04.89',P2,P2-AD,P2-1,P1-FOREHAND,MEDIUM,1,0,NONE,FOREHAND,BEHIND_BASELINE,INSIDE_BASELINE,false,false,true,false,P2-SLOW,P2-false,P2,P2-UNFORCED_ERROR,false,false,false,true
89,2,6,6,'2007-01-31 02:24:35.54',P2,P2-DEUCE,P2-1,P1-BACKHAND,SHORT,0,0,BACKHAND,NONE,NEUTRAL,NEUTRAL,false,false,false,false,P2-SLOW,P2-false,P2,P2-UNFORCED_ERROR,false,false,false,true
89,2,6,7,'1969-12-31 19:00:00.0',P2,P2-AD,P2-2,P1-BACKHAND,SHORT,-1,0,NONE,NONE,NEUTRAL,NEUTRAL,false,false,false,false,P2-?,P2-false,P1,P1-DOUBLE_FAULT,false,false,false,false
89,2,6,8,'2007-01-31 02:25:27.69',P2,P2-DEUCE,P2-1,P1-FOREHAND,SHORT,0,0,FOREHAND,FOREHAND,NEUTRAL,BEHIND_BASELINE,false,false,false,false,P2-SLOW,P2-true,P2,P2-WINNER,false,false,true,false
89,2,6,9,'2007-01-31 02:25:45.39',P2,P2-AD,P2-1,P1-BACKHAND,SHORT,-1,0,BACKHAND,FOREHAND,NEUTRAL,BEHIND_BASELINE,false,false,false,false,P2-SLOW,P2-false,P1,P1-WINNER,true,false,false,false
89,2,6,10,'2007-01-31 02:26:11.89',P2,P2-DEUCE,P2-1,P1-BACKHAND,MEDIUM,0,0,NONE,NONE,BEHIND_BASELINE,BEHIND_BASELINE,false,false,false,true,P2-SLOW,P2-false,P1,P1-UNFORCED_ERROR,false,true,false,false
89,2,6,11,'2007-01-31 02:26:47.24',P2,P2-AD,P2-1,P1-BACKHAND,SHORT,1,0,NONE,FOREHAND,BEHIND_BASELINE,INSIDE_BASELINE,false,false,false,false,P2-SLOW,P2-false,P2,P2-UNFORCED_ERROR,false,false,false,true
89,2,6,12,'2007-01-31 02:27:16.8',P2,P2-DEUCE,P2-2,P1-BACKHAND,MEDIUM,0,0,NONE,NONE,BEHIND_BASELINE,BEHIND_BASELINE,false,false,false,false,P2-SLOW,P2-false,P1,P1-WINNER,true,false,false,false
89,2,6,13,'2007-01-31 02:27:56.1',P2,P2-AD,P2-1,P1-FOREHAND,SHORT,1,0,FOREHAND,FOREHAND,INSIDE_BASELINE,BEHIND_BASELINE,false,false,true,true,P2-FAST,P2-false,P2,P2-UNFORCED_ERROR,false,false,false,true
89,2,6,14,'1969-12-31 19:00:00.0',P2,P2-DEUCE,P2-2,P1-BACKHAND,SHORT,0,0,NONE,NONE,NEUTRAL,NEUTRAL,false,false,false,false,P2-?,P2-false,P1,P1-UNFORCED_ERROR,false,true,false,false
89,2,6,15,'2007-01-31 02:29:12.7',P2,P2-AD,P2-2,P1-BACKHAND,LONG,1,0,NONE,BACKHAND,INSIDE_BASELINE,BEHIND_BASELINE,true,false,true,true,P2-SLOW,P2-false,P1,P1-WINNER,true,false,false,false
89,2,7,0,'2007-01-31 02:30:00.81',P1,P1-DEUCE,P1-1,P2-BACKHAND,SHORT,0,1,NONE,NONE,NEUTRAL,NEUTRAL,false,false,false,false,P1-SLOW,P1-true,P1,P1-ACE,false,false,false,false
89,2,7,1,'2007-01-31 02:30:23.36',P1,P1-AD,P1-2,P2-BACKHAND,MEDIUM,1,1,NONE,BACKHAND,NEUTRAL,BEHIND_BASELINE,true,false,true,false,P1-AVERAGE,P1-true,P2,P2-WINNER,false,false,true,false
89,2,7,2,'2007-01-31 02:30:58.56',P1,P1-DEUCE,P1-1,P2-BACKHAND,MEDIUM,0,1,NONE,NONE,INSIDE_BASELINE,NEUTRAL,false,false,true,true,P1-SLOW,P1-false,P1,P1-WINNER,true,false,false,false
89,2,7,3,'2007-01-31 02:31:34.86',P1,P1-AD,P1-2,P2-BACKHAND,SHORT,1,1,FOREHAND,BACKHAND,BEHIND_BASELINE,NEUTRAL,true,false,false,false,P1-SLOW,P1-false,P1,P1-WINNER,true,false,false,false
89,2,7,4,'2007-01-31 02:32:04.61',P1,P1-DEUCE,P1-2,P2-BACKHAND,MEDIUM,2,1,NONE,BACKHAND,NEUTRAL,INSIDE_BASELINE,false,false,true,false,P1-SLOW,P1-false,P1,P1-WINNER,true,false,false,false
89,2,8,0,'2007-01-31 02:32:43.66',P2,P2-DEUCE,P2-1,P1-FOREHAND,SHORT,0,2,FOREHAND,FOREHAND,NEUTRAL,INSIDE_BASELINE,false,false,false,false,P2-AVERAGE,P2-false,P1,P1-WINNER,true,false,false,false
89,2,8,1,'2007-01-31 02:33:15.36',P2,P2-AD,P2-1,P1-BACKHAND,SHORT,1,2,BACKHAND,FOREHAND,NEUTRAL,INSIDE_BASELINE,false,false,false,false,P2-AVERAGE,P2-false,P2,P2-WINNER,false,false,true,false
89,2,8,2,'1969-12-31 19:00:00.0',P2,P2-DEUCE,P2-2,P1-BACKHAND,SHORT,0,2,NONE,NONE,NEUTRAL,NEUTRAL,false,false,false,false,P2-?,P2-false,P2,P2-WINNER,false,false,true,false
89,2,8,3,'1969-12-31 19:00:00.0',P2,P2-AD,P2-2,P1-BACKHAND,SHORT,-1,2,NONE,NONE,NEUTRAL,NEUTRAL,false,false,false,false,P2-?,P2-false,P1,P1-WINNER,true,false,false,false
89,2,8,4,'1969-12-31 19:00:00.0',P2,P2-DEUCE,P2-2,P1-BACKHAND,SHORT,0,2,NONE,NONE,NEUTRAL,NEUTRAL,false,false,false,false,P2-?,P2-false,P2,P2-WINNER,false,false,true,false
89,2,8,5,'1969-12-31 19:00:00.0',P2,P2-AD,P2-2,P1-BACKHAND,SHORT,-1,2,NONE,NONE,NEUTRAL,NEUTRAL,false,false,false,false,P2-?,P2-false,P2,P2-UNFORCED_ERROR,false,false,false,true
89,2,9,0,'1969-12-31 19:00:00.0',P1,P1-DEUCE,P1-2,P2-BACKHAND,SHORT,0,1,NONE,NONE,NEUTRAL,NEUTRAL,false,false,false,false,P1-?,P1-false,P1,P1-ACE,false,false,false,false
89,2,9,1,'2007-01-31 02:35:33.71',P1,P1-AD,P1-1,P2-BACKHAND,SHORT,1,1,FOREHAND,BACKHAND,INSIDE_BASELINE,NEUTRAL,false,false,false,true,P1-FAST,P1-false,P1,P1-WINNER,true,false,false,false
89,2,9,2,'2007-01-31 02:36:06.1',P1,P1-DEUCE,P1-2,P2-BACKHAND,LONG,2,1,NONE,NONE,INSIDE_BASELINE,BEHIND_BASELINE,false,false,true,true,P1-SLOW,P1-false,P1,P1-WINNER,true,false,false,false
89,2,9,3,'2007-01-31 02:36:43.91',P1,P1-AD,P1-1,P2-FOREHAND,MEDIUM,3,1,BACKHAND,FOREHAND,NEUTRAL,BEHIND_BASELINE,false,false,false,false,P1-AVERAGE,P1-false,P1,P1-WINNER,true,false,false,false
